job_label,instance_id,lemma,k,ranking_mode,orig_trace_len,min_trace_len,orig_trace,min_trace
campaign_r1_task2_exhaustive,10553,lemma1_chain_monotone,2,adv_bias,6,6,"p2,p1,p3,p2,p0,p3","p2,p1,p3,p2,p0,p3"
campaign_r1_task2_exhaustive,10553,lemma2_head_bound,2,adv_bias,6,6,"p2,p1,p3,p2,p0,p3","p2,p1,p3,p2,p0,p3"
campaign_r1_task2_exhaustive,11009,lemma1_chain_monotone,2,adv_bias,6,6,"p3,p1,p0,p2,p1,p0","p3,p1,p0,p2,p1,p0"
campaign_r1_task2_exhaustive,11009,lemma2_head_bound,2,adv_bias,6,6,"p3,p1,p0,p2,p1,p0","p3,p1,p0,p2,p1,p0"
campaign_r1_task2_exhaustive,11489,lemma1_chain_monotone,2,adv_bias,6,6,"p0,p1,p3,p2,p0,p3","p0,p1,p3,p2,p0,p3"
campaign_r1_task2_exhaustive,11489,lemma2_head_bound,2,adv_bias,6,6,"p0,p1,p3,p2,p0,p3","p0,p1,p3,p2,p0,p3"
campaign_r1_task2_exhaustive,11982,lemma1_chain_monotone,2,adv_bias,7,6,"p3,p2,p0,p1,p3,p0,p0","p3,p2,p0,p1,p3,p0"
campaign_r1_task2_exhaustive,11982,lemma2_head_bound,2,adv_bias,7,6,"p3,p2,p0,p1,p3,p0,p0","p3,p2,p0,p1,p3,p0"
campaign_r1_task2_exhaustive,12422,lemma1_chain_monotone,2,adv_bias,7,7,"p2,p3,p1,p2,p1,p0,p2","p2,p3,p1,p2,p1,p0,p2"
campaign_r1_task2_exhaustive,12422,lemma2_head_bound,2,adv_bias,7,7,"p2,p3,p1,p2,p1,p0,p2","p2,p3,p1,p2,p1,p0,p2"
campaign_r1_task2_exhaustive,12798,lemma2_head_bound,2,adv_bias,7,7,"p3,p1,p2,p3,p0,p2,p1","p3,p1,p2,p3,p0,p2,p1"
campaign_r1_task2_exhaustive,12822,lemma1_chain_monotone,2,adv_bias,7,6,"p3,p2,p1,p0,p3,p3,p1","p3,p2,p1,p0,p3,p1"
campaign_r1_task2_exhaustive,12822,lemma2_head_bound,2,adv_bias,7,6,"p3,p2,p1,p0,p3,p3,p1","p3,p2,p1,p0,p3,p1"
campaign_r1_task2_exhaustive,12874,lemma2_head_bound,2,adv_bias,7,7,"p0,p3,p2,p1,p0,p3,p2","p0,p3,p2,p1,p0,p3,p2"
campaign_r1_task2_exhaustive,13010,lemma1_chain_monotone,2,adv_bias,7,6,"p2,p1,p1,p0,p1,p3,p0","p2,p1,p0,p1,p3,p0"
campaign_r1_task2_exhaustive,13010,lemma2_head_bound,2,adv_bias,7,6,"p2,p1,p1,p0,p1,p3,p0","p2,p1,p0,p1,p3,p0"
campaign_r1_task2_exhaustive,13330,lemma1_chain_monotone,2,adv_bias,7,6,"p0,p3,p3,p1,p3,p2,p1","p0,p3,p1,p3,p2,p1"
campaign_r1_task2_exhaustive,13330,lemma2_head_bound,2,adv_bias,7,6,"p0,p3,p3,p1,p3,p2,p1","p0,p3,p1,p3,p2,p1"
campaign_r1_task2_exhaustive,13674,lemma1_chain_monotone,2,adv_bias,7,6,"p2,p0,p2,p3,p2,p1,p3","p0,p2,p3,p2,p1,p3"
campaign_r1_task2_exhaustive,13674,lemma2_head_bound,2,adv_bias,7,6,"p2,p0,p2,p3,p2,p1,p3","p0,p2,p3,p2,p1,p3"
campaign_r1_task2_exhaustive,13762,lemma1_chain_monotone,2,adv_bias,7,6,"p0,p0,p1,p2,p3,p1,p2","p0,p1,p2,p3,p1,p2"
campaign_r1_task2_exhaustive,13762,lemma2_head_bound,2,adv_bias,7,6,"p0,p0,p1,p2,p3,p1,p2","p0,p1,p2,p3,p1,p2"
